# Owned Arena pool for The Cabbage Merchant (mono-G identity, brawl-legal). Collection = DB export 2026-07-02 UNION snapshot verify-2026-09-10/arena-collection-0911.txt (2026-09-11) UNION the current deck decks/brawl/cabbage-merchant-current.txt (2026-09-18). Corpus = 2001 Cabbage Merchant decks (VPS, 2026-09-14).
# inc% = share of those decks running the card | lift = corpus lift vs baseline (higher = more commander-specific) | q = copies owned
# legality: legal = Brawl-legal per card DB | deck = in the current Arena Brawl deck (proven playable; DB may say otherwise) | side = in the current Arena sideboard pile (proven owned) | db:not_legal = owned but the card DB says not Brawl-legal (often stale for Arena-only additions; use only if you KNOW it is on Arena Brawl and flag it)
# inc% | lift | q | legality | name | cost | cmc | type | rarity | oracle

95.7 | 3.10 | 1 | deck | Peregrin Took | {2}{G} | 3 | Legendary Creature — Halfling Citizen | uncommon | If one or more tokens would be created under your control, those tokens plus an additional Food token are created instead. (It's an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.") Sacrifice three Foods: Draw a card.
0.0 | - | 1 | legal | Bedrock Tortoise | {3}{G} | 4 | Creature — Turtle | rare | During your turn, creatures you control have hexproof. Each creature you control with toughness greater than its power assigns combat damage equal to its toughness rather than its power.
0.0 | - | 4 | legal | Biblioplex Tomekeeper | {4} | 4 | Artifact Creature — Construct | common | When this creature enters, choose up to one — • Target creature becomes prepared. (Only creatures with prepare spells can become prepared.) • Target creature becomes unprepared.
0.0 | - | 1 | deck | Bloodspore Thrinax | {2}{G}{G} | 4 | Creature — Lizard | rare | Devour 1 (As this creature enters, you may sacrifice any number of creatures. It enters with that many +1/+1 counters on it.) Each other creature you control enters with an additional X +1/+1 counters on it, where X is the number of +1/+1 counters on this creature.
0.0 | - | 4 | legal | Bristlebane Outrider | {3}{G} | 4 | Creature — Kithkin Knight | uncommon | This creature can't be blocked by creatures with power 2 or less. As long as another creature entered the battlefield under your control this turn, this creature gets +2/+0.
0.0 | - | 4 | legal | Cackling Prowler | {3}{G} | 4 | Creature — Hyena Rogue | common | Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.) Morbid — At the beginning of your end step, if a creature died this turn, put a +1/+1 counter on this creature.
0.0 | - | 1 | legal | Cautious Survivor | {3}{G} | 4 | Creature — Elf Survivor | common | Survival — At the beginning of your second main phase, if this creature is tapped, you gain 2 life.
0.0 | - | 4 | legal | Champions of the Perfect | {3}{G} | 4 | Creature — Elf Warrior | rare | As an additional cost to cast this spell, behold an Elf and exile it. (Exile an Elf you control or an Elf card from your hand.) Whenever you cast a creature spell, draw a card. When this creature leaves the battlefield, return the exiled card to its owner's hand.
0.0 | - | 1 | legal | Chomping Kavu | {3}{G} | 4 | Creature — Kavu | common | Backup 1 (When this creature enters, put a +1/+1 counter on target creature. If that's another creature, it gains the following ability until end of turn.) This creature can't be blocked by creatures with power 2 or less.
0.0 | - | 1 | legal | Colossadactyl | {2}{G}{G} | 4 | Creature — Dinosaur | uncommon | Reach, trample
0.0 | - | 2 | legal | Conductive Machete | {4} | 4 | Artifact — Equipment | uncommon | When this Equipment enters, manifest dread, then attach this Equipment to that creature. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.) Equipped creature gets +2/+1. Equip {4}
0.0 | - | 1 | legal | Converter Beast | {3}{G} | 4 | Creature — Phyrexian Beast | common | When this creature enters, incubate 5. (Create an Incubator token with five +1/+1 counters on it and "{2}: Transform this token." It transforms into a 0/0 Phyrexian artifact creature.)
0.0 | - | 1 | legal | Crystal Carapace | {3}{G} | 4 | Enchantment — Aura | common | Enchant creature Enchanted creature gets +3/+3 and has ward {2}. Cycling {2} ({2}, Discard this card: Draw a card.)
0.0 | - | 1 | legal | Devil Dinosaur | {2}{G}{G} | 4 | Legendary Creature — Dinosaur | rare | Trample Other Dinosaurs you control get +1/+1 and have hexproof. (They can't be the targets of spells or abilities your opponents control.)
0.0 | - | 1 | legal | Dwynen, Gilt-Leaf Daen | {2}{G}{G} | 4 | Legendary Creature — Elf Warrior | uncommon | Reach (This creature can block creatures with flying.) Other Elf creatures you control get +1/+1. Whenever Dwynen attacks, you gain 1 life for each attacking Elf you control.
0.0 | - | 1 | db:not_legal | Ellywick Tumblestrum | {2}{G}{G} | 4 | Legendary Planeswalker — Ellywick | mythic | +1: Venture into the dungeon. (Enter the first room or advance to the next room.) −2: Look at the top six cards of your library. You may reveal a creature card from among them and put it into your hand. If it's legendary, you gain 3 life. Put the rest on the bottom of your library in a random order. −7: You get an emblem with "Creatures you control have trample and haste and get +2/+2 for each differently named dungeon you've completed."
0.0 | - | 3 | legal | Elvish Regrower | {2}{G}{G} | 4 | Creature — Elf Druid | uncommon | When this creature enters, return target permanent card from your graveyard to your hand.
0.0 | - | 1 | legal | Encroaching Dragonstorm | {3}{G} | 4 | Enchantment | uncommon | When this enchantment enters, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle. When a Dragon you control enters, return this enchantment to its owner's hand.
0.0 | - | 2 | legal | Fang Guardian | {3}{G} | 4 | Creature — Ape Druid | uncommon | Flash When this creature enters, another target creature or Vehicle you control gets +2/+2 until end of turn.
0.0 | - | 1 | legal | Firemind Vessel | {4} | 4 | Artifact | common | This artifact enters tapped. {T}: Add two mana of different colors.
0.0 | - | 1 | legal | Foundry Groundbreaker | {3}{G} | 4 | Creature — Human Artificer | rare | When Foundry Groundbreaker enters, sacrifice a land. Then conjure two cards named Mishra's Foundry onto the battlefield tapped.
0.0 | - | 3 | legal | Galion, Elvenking's Butler | {2}{G}{G} | 4 | Legendary Creature — Elf Advisor | uncommon | Whenever Galion attacks, choose up to one other target creature you control. Its base power and toughness become equal to Galion's power and toughness until end of turn.
0.0 | - | 4 | legal | Gathering Stone | {4} | 4 | Artifact | uncommon | As this artifact enters, choose a creature type. Spells you cast of the chosen type cost {1} less to cast. When this artifact enters and at the beginning of your upkeep, look at the top card of your library. If it's a card of the chosen type, you may reveal it and put it into your hand. If you don't put the card into your hand, you may put it into your graveyard.
0.0 | - | 1 | legal | Giant Beaver | {3}{G} | 4 | Creature — Beaver Mount | common | Vigilance Whenever this creature attacks while saddled, put a +1/+1 counter on target creature that saddled it this turn. Saddle 3 (Tap any number of other creatures you control with total power 3 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)
0.0 | - | 2 | legal | H.E.R.B.I.E. Scout Unit | {4} | 4 | Artifact Creature — Robot Scout | common | Flying When this creature enters, draw a card, then you may put a land card from your hand onto the battlefield tapped.
0.0 | - | 1 | legal | Hazard of the Dunes | {3}{G} | 4 | Creature — Wurm | common | Reach, trample Exhaust — {6}{G}: Put three +1/+1 counters on this creature. (Activate each exhaust ability only once.)
0.0 | - | 4 | legal | Henchbots | {4} | 4 | Artifact Creature — Robot | uncommon | When this creature enters, exile target tapped creature an opponent controls until this creature leaves the battlefield.
0.0 | - | 1 | legal | Hide in Plain Sight | {3}{G} | 4 | Sorcery | rare | Look at the top five cards of your library, cloak two of them, and put the rest on the bottom of your library in a random order. (To cloak a card, put it onto the battlefield face down as a 2/2 creature with ward {2}. Turn it face up any time for its mana cost if it's a creature card.)
0.0 | - | 4 | legal | Hungry Graffalon | {3}{G} | 4 | Creature — Giraffe | common | Reach Increment (Whenever you cast a spell, if the amount of mana you spent is greater than this creature's power or toughness, put a +1/+1 counter on this creature.)
0.0 | - | 4 | legal | Icecave Crasher | {3}{G} | 4 | Creature — Beast | common | Trample Landfall — Whenever a land you control enters, this creature gets +1/+0 until end of turn.
0.0 | - | 1 | legal | Invasion of Zendikar // Awakened Skyclave | {3}{G} | 4 | Battle — Siege // Creature — Elemental | uncommon | (As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.) When this Siege enters, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle. // Vigilance, haste As long as this creature is on the battlefield, it's a land in addition to its other types. {T}: Add one mana of any color.
0.0 | - | 1 | legal | Irontread Crusher | {4} | 4 | Artifact — Vehicle | common | Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)
0.0 | - | 4 | legal | Jade Seedstones // Jadeheart Attendant | {3}{G} | 4 | Artifact // Artifact Creature — Golem | uncommon | When this artifact enters, distribute three +1/+1 counters among one, two, or three target creatures you control. Craft with creature {5}{G}{G} ({5}{G}{G}, Exile this artifact, Exile a creature you control or a creature card from your graveyard: Return this card transformed under its owner's control. Craft only as a sorcery.) // When this creature enters, you gain life equal to the mana value of the exiled card used to craft it.
0.0 | - | 2 | legal | Jade-Cast Sentinel | {4} | 4 | Artifact Creature — Ape Snake | common | Reach {2}, {T}: Put target card from a graveyard on the bottom of its owner's library.
0.0 | - | 1 | side/db:not_legal | Kozilek's Predator | {3}{G} | 4 | Creature — Eldrazi Drone | common | When this creature enters, create two 0/1 colorless Eldrazi Spawn creature tokens. They have "Sacrifice this token: Add {C}."
0.0 | - | 1 | legal | Lasyd Prowler | {2}{G}{G} | 4 | Creature — Snake Ranger | rare | When this creature enters, you may mill cards equal to the number of lands you control. Renew — {1}{G}, Exile this card from your graveyard: Put X +1/+1 counters on target creature, where X is the number of land cards in your graveyard. Activate only as a sorcery.
0.0 | - | 1 | legal | Lattice-Blade Mantis | {3}{G} | 4 | Creature — Phyrexian Insect | common | This creature enters with two oil counters on it. Whenever this creature attacks, you may remove an oil counter from it. If you do, untap it and it gets +1/+1 until end of turn.
0.0 | - | 4 | legal | Leatherhead, Swamp Stalker | {2}{G}{G} | 4 | Legendary Creature — Crocodile Mutant Rogue | rare | Trample Leatherhead enters with a hexproof counter on her. Whenever Leatherhead deals combat damage to a player, you may remove a counter from her. When you do, destroy target artifact or enchantment that player controls.
0.0 | - | 4 | legal | Luminollusk | {3}{G} | 4 | Creature — Elemental | uncommon | Deathtouch Vivid — When this creature enters, you gain life equal to the number of colors among permanents you control.
0.0 | - | 1 | legal | Magitek Scythe | {4} | 4 | Artifact — Equipment | rare | A Test of Your Reflexes! — When this Equipment enters, you may attach it to target creature you control. If you do, that creature gains first strike until end of turn and must be blocked this turn if able. Equipped creature gets +2/+1. Equip {2}
0.0 | - | 2 | legal | Magnigoth Sentry | {3}{G} | 4 | Creature — Treefolk | common | Reach (This creature can block creatures with flying.)
0.0 | - | 4 | legal | Moon-Vigil Adherents | {2}{G}{G} | 4 | Creature — Elf Druid | uncommon | Trample This creature gets +1/+1 for each creature you control and each creature card in your graveyard.
0.0 | - | 1 | side/db:not_legal | Myconid Spore Tender | {3}{G} | 4 | Creature — Fungus | common | Infesting Spores — When this creature enters, destroy up to one target artifact or enchantment.
0.0 | - | 1 | legal | Ooze Patrol | {3}{G} | 4 | Creature — Ooze | uncommon | When this creature enters, mill two cards, then put a +1/+1 counter on this creature for each artifact and/or creature card in your graveyard. (To mill two cards, put the top two cards of your library into your graveyard.)
0.0 | - | 4 | legal | Ordinary Bear | {3}{G} | 4 | Creature — Bear | common | 
0.0 | - | 1 | legal | Perilous Vault | {4} | 4 | Artifact | mythic | {5}, {T}, Exile this artifact: Exile all nonland permanents.
0.0 | - | 4 | legal | Pestbrood Sloth | {3}{G} | 4 | Creature — Plant Sloth | uncommon | Reach When this creature dies, create two 1/1 black and green Pest creature tokens with "Whenever this token attacks, you gain 1 life."
